index	#1 Label	#2 ImageID	#3 String	#3 String.1
84	2	"The image shows a screen displaying the ""2014 Jewish World Watch I Witness Awards."" The screen features a man holding a handful of stones, with the Intel logo and a Temple Israel logo below him. The text on the screen includes the names of sponsors and award recipients. The overall mood is celebratory and informative, highlighting the achievements and contributions recognized by the awards."	Honored to be here in LA @ jworldwatch IWitness Award given to $T$ commitment to only use conflict free minerals	Intel 4
85	2	"The image depicts a professional setting with a woman standing at a podium, addressing an audience. She appears to be giving a presentation or speech, with a confident and engaged demeanor. The background includes banners with the text ""Feedback Labs,"" ""OpenGovHub,"" and ""Education In Kibera,"" suggesting a focus on technology, transparency, and community education. The audience, consisting of a few individuals, is seated and attentive, indicating a formal or semi-formal event. The overall atmosphere is one of knowledge sharing and community engagement."	Second awesome event of the day : Open Schools $T$ launch @ GroundTruthIn @ DGateway @ OpenGovHub	Kenya
86	1	The image shows a person with short, dark hair, wearing a light blue striped shirt and a gray sweater vest. The individual is leaning forward with their arms crossed, exuding a confident and relaxed demeanor. The background is a gradient of blue, adding a calm and professional atmosphere to the scene.	RT @ favecrushes : $T$ before and after	Aaron Johnson
87	2	The image is a black and white photo of two women smiling and looking directly at the camera. The woman on the left has a joyful expression, while the woman on the right is also smiling warmly. They appear to be in a car, as suggested by the visible window and the interior lighting. The overall mood of the image is cheerful and friendly.	RT @ MarinaConcert : $T$ meeting diamonds after the show tonight ! ! !	Marina
88	1	The image depicts a group of people, including children and adults, in a hospital setting. They are all wearing blue Detroit Lions shirts and caps, suggesting they are fans of the football team. The expressions range from smiles to neutral, indicating a positive and supportive atmosphere. The setting includes medical equipment and a window, hinting at a hospital room or a similar environment.	# Cancer patient $T$ and family pose with @ NdamukongSuh for the # GameOnCancer fundraising campaign .	Michael Gabriel
89	2	The image depicts a group of young men standing together, with one in the foreground prominently featured. The central figure has a serious expression, hands on hips, and is wearing a dirty, button-up shirt with a leather strap across his chest. The background shows other individuals, also appearing to be in a state of weariness or fatigue, with one person holding a piece of wood. The overall mood conveys a sense of exhaustion or challenge.	RT @ THEMAZElSACODE : RT if $T$ is your favorite character in The Maze Runner trilogy !	Newt
90	1	"The image depicts a movie premiere event with a large screen displaying the title ""Trainwreck World Premiere."" Three individuals are standing on stage, likely the cast or crew, with a crowd of people in the foreground, some holding cameras. The atmosphere appears to be celebratory and excited, with the audience eagerly anticipating the premiere."	This is where $T$ Lincoln was not only born , but raised . Amy Schumer at Lincoln Center	Abe
91	1	"The image depicts a movie premiere event with a large screen displaying the title ""Trainwreck World Premiere."" Three individuals are standing on stage, likely the cast or crew, with a crowd of people in the foreground, some holding cameras. The atmosphere appears to be celebratory and excited, with the audience eagerly anticipating the premiere."	This is where Abe $T$ was not only born , but raised . Amy Schumer at Lincoln Center	Lincoln
92	1	"The image depicts a movie premiere event with a large screen displaying the title ""Trainwreck World Premiere."" Three individuals are standing on stage, likely the cast or crew, with a crowd of people in the foreground, some holding cameras. The atmosphere appears to be celebratory and excited, with the audience eagerly anticipating the premiere."	This is where Abe Lincoln was not only born , but raised . $T$ at Lincoln Center	Amy Schumer
93	1	"The image depicts a movie premiere event with a large screen displaying the title ""Trainwreck World Premiere."" Three individuals are standing on stage, likely the cast or crew, with a crowd of people in the foreground, some holding cameras. The atmosphere appears to be celebratory and excited, with the audience eagerly anticipating the premiere."	This is where Abe Lincoln was not only born , but raised . Amy Schumer at $T$	Lincoln Center
94	1	The image captures a dynamic scene with two individuals in motion. One person, dressed in a light-colored top and dark pants, is walking towards the right, their body slightly angled. The other, wearing a dark top and pants, is in a more dynamic pose, possibly dancing or moving energetically. The background features abstract, geometric shapes, adding a sense of movement and modernity to the scene. The overall mood is one of energy and motion, with the individuals appearing to be engaged in a lively activity.	RT @ 1D Beards : Real life $T$ ? I think so . - Blaze	Peter Pan
95	0	The image depicts a crowded airport concourse, with numerous people standing in a queue. The expressions and actions of the individuals suggest a mix of anticipation, patience, and perhaps a hint of frustration, as they wait to proceed. The setting is bustling and busy, indicative of a typical airport environment.	RT @ chicagotribune : Update : $T$ says no planes in U . S . destined to cross Midwest can depart until at least 10 a . m . h	FAA
